chr1 start1 end1 chr2 start2 end2 bulk.IF1 bulk.IF2 D M adj.bulk.IF1 bulk.adj.IF2 adj.M mc A
1520 chr20 6000000 7000000 chr20 33000000 34000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1521 chr20 6000000 7000000 chr20 34000000 35000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1522 chr20 7000000 8000000 chr20 29000000 30000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1523 chr20 7000000 8000000 chr20 30000000 31000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1524 chr20 7000000 8000000 chr20 31000000 32000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1525 chr20 7000000 8000000 chr20 32000000 33000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1526 chr20 7000000 8000000 chr20 33000000 34000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1527 chr20 7000000 8000000 chr20 34000000 35000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1528 chr20 7000000 8000000 chr20 35000000 36000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1529 chr20 8000000 9000000 chr20 30000000 31000000 12 10 22 -0.263034405833794 11.9328781873131 10.0562494744631 -0.24684971472605 -0.0161846911077444 10.9945638308881
1530 chr20 8000000 9000000 chr20 31000000 32000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1531 chr20 8000000 9000000 chr20 32000000 33000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1532 chr20 8000000 9000000 chr20 33000000 34000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1533 chr20 8000000 9000000 chr20 34000000 35000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1534 chr20 8000000 9000000 chr20 35000000 36000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1535 chr20 8000000 9000000 chr20 36000000 37000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1536 chr20 9000000 10000000 chr20 31000000 32000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1537 chr20 9000000 10000000 chr20 32000000 33000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1538 chr20 9000000 10000000 chr20 33000000 34000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1539 chr20 9000000 10000000 chr20 34000000 35000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1540 chr20 9000000 10000000 chr20 35000000 36000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1541 chr20 9000000 10000000 chr20 36000000 37000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1542 chr20 9000000 10000000 chr20 37000000 38000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1543 chr20 10000000 11000000 chr20 32000000 33000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1544 chr20 10000000 11000000 chr20 33000000 34000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1545 chr20 10000000 11000000 chr20 34000000 35000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1546 chr20 10000000 11000000 chr20 35000000 36000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1547 chr20 10000000 11000000 chr20 36000000 37000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1548 chr20 10000000 11000000 chr20 37000000 38000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1549 chr20 10000000 11000000 chr20 38000000 39000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1550 chr20 11000000 12000000 chr20 33000000 34000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1551 chr20 11000000 12000000 chr20 34000000 35000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1552 chr20 11000000 12000000 chr20 35000000 36000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1553 chr20 11000000 12000000 chr20 36000000 37000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1554 chr20 11000000 12000000 chr20 37000000 38000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1555 chr20 11000000 12000000 chr20 38000000 39000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1556 chr20 11000000 12000000 chr20 39000000 40000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1557 chr20 12000000 13000000 chr20 34000000 35000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1558 chr20 12000000 13000000 chr20 35000000 36000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1559 chr20 12000000 13000000 chr20 36000000 37000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1560 chr20 12000000 13000000 chr20 37000000 38000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1561 chr20 12000000 13000000 chr20 38000000 39000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1562 chr20 12000000 13000000 chr20 39000000 40000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1563 chr20 12000000 13000000 chr20 40000000 41000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1564 chr20 13000000 14000000 chr20 35000000 36000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1565 chr20 13000000 14000000 chr20 36000000 37000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1566 chr20 13000000 14000000 chr20 37000000 38000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1567 chr20 13000000 14000000 chr20 38000000 39000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1568 chr20 13000000 14000000 chr20 39000000 40000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1569 chr20 13000000 14000000 chr20 40000000 41000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1570 chr20 13000000 14000000 chr20 41000000 42000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1571 chr20 14000000 15000000 chr20 36000000 37000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1572 chr20 14000000 15000000 chr20 37000000 38000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1573 chr20 14000000 15000000 chr20 38000000 39000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1574 chr20 14000000 15000000 chr20 39000000 40000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1575 chr20 14000000 15000000 chr20 40000000 41000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1576 chr20 14000000 15000000 chr20 41000000 42000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1577 chr20 14000000 15000000 chr20 42000000 43000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1578 chr20 15000000 16000000 chr20 37000000 38000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1579 chr20 15000000 16000000 chr20 38000000 39000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1580 chr20 15000000 16000000 chr20 39000000 40000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1581 chr20 15000000 16000000 chr20 40000000 41000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1582 chr20 15000000 16000000 chr20 41000000 42000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1583 chr20 15000000 16000000 chr20 42000000 43000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1584 chr20 15000000 16000000 chr20 43000000 44000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1585 chr20 16000000 17000000 chr20 38000000 39000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1586 chr20 16000000 17000000 chr20 39000000 40000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1587 chr20 16000000 17000000 chr20 40000000 41000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1588 chr20 16000000 17000000 chr20 41000000 42000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1589 chr20 16000000 17000000 chr20 42000000 43000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1590 chr20 16000000 17000000 chr20 43000000 44000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1591 chr20 16000000 17000000 chr20 44000000 45000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1592 chr20 17000000 18000000 chr20 39000000 40000000 11 10 22 -0.137503523749935 10.9384716717037 10.0562494744631 -0.121318832642191 -0.0161846911077444 10.4973605730834
1593 chr20 17000000 18000000 chr20 40000000 41000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1594 chr20 17000000 18000000 chr20 41000000 42000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1595 chr20 17000000 18000000 chr20 42000000 43000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1596 chr20 17000000 18000000 chr20 43000000 44000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1597 chr20 17000000 18000000 chr20 44000000 45000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1598 chr20 17000000 18000000 chr20 45000000 46000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1599 chr20 18000000 19000000 chr20 40000000 41000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1600 chr20 18000000 19000000 chr20 41000000 42000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1601 chr20 18000000 19000000 chr20 42000000 43000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1602 chr20 18000000 19000000 chr20 43000000 44000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1603 chr20 18000000 19000000 chr20 44000000 45000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1604 chr20 18000000 19000000 chr20 45000000 46000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1605 chr20 18000000 19000000 chr20 46000000 47000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1606 chr20 19000000 20000000 chr20 41000000 42000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1607 chr20 19000000 20000000 chr20 42000000 43000000 10 11 23 0.137503523749935 9.96096314745678 11.0431088210667 0.148789220729289 -0.0112856969793542 10.5020359842617
1608 chr20 19000000 20000000 chr20 43000000 44000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1609 chr20 19000000 20000000 chr20 44000000 45000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1610 chr20 19000000 20000000 chr20 45000000 46000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1611 chr20 19000000 20000000 chr20 46000000 47000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1612 chr20 19000000 20000000 chr20 47000000 48000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1613 chr20 20000000 21000000 chr20 42000000 43000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1614 chr20 20000000 21000000 chr20 43000000 44000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1615 chr20 20000000 21000000 chr20 44000000 45000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1616 chr20 20000000 21000000 chr20 45000000 46000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1617 chr20 20000000 21000000 chr20 46000000 47000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1618 chr20 20000000 21000000 chr20 47000000 48000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1619 chr20 20000000 21000000 chr20 48000000 49000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1620 chr20 21000000 22000000 chr20 43000000 44000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1621 chr20 21000000 22000000 chr20 44000000 45000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1622 chr20 21000000 22000000 chr20 45000000 46000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1623 chr20 21000000 22000000 chr20 46000000 47000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1624 chr20 21000000 22000000 chr20 47000000 48000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1625 chr20 21000000 22000000 chr20 48000000 49000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1626 chr20 21000000 22000000 chr20 49000000 50000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1627 chr20 22000000 23000000 chr20 44000000 45000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1628 chr20 22000000 23000000 chr20 45000000 46000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1629 chr20 22000000 23000000 chr20 46000000 47000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1630 chr20 22000000 23000000 chr20 47000000 48000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1631 chr20 22000000 23000000 chr20 48000000 49000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1632 chr20 22000000 23000000 chr20 49000000 50000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1633 chr20 22000000 23000000 chr20 50000000 51000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1634 chr20 23000000 24000000 chr20 45000000 46000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1635 chr20 23000000 24000000 chr20 46000000 47000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1636 chr20 23000000 24000000 chr20 47000000 48000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1637 chr20 23000000 24000000 chr20 48000000 49000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1638 chr20 23000000 24000000 chr20 49000000 50000000 10 11 26 0.137503523749935 9.95309447552902 11.0518392315525 0.151069438005804 -0.0135659142558691 10.5024668535408
1639 chr20 23000000 24000000 chr20 50000000 51000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1640 chr20 23000000 24000000 chr20 51000000 52000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1641 chr20 24000000 25000000 chr20 46000000 47000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1642 chr20 24000000 25000000 chr20 47000000 48000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1643 chr20 24000000 25000000 chr20 48000000 49000000 12 10 24 -0.263034405833794 11.8415813554989 10.1337816628921 -0.224689104308791 -0.0383453015250025 10.9876815091955
1644 chr20 24000000 25000000 chr20 49000000 50000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1645 chr20 24000000 25000000 chr20 50000000 51000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1646 chr20 24000000 25000000 chr20 51000000 52000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1647 chr20 24000000 25000000 chr20 52000000 53000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1648 chr20 25000000 26000000 chr20 47000000 48000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1649 chr20 25000000 26000000 chr20 48000000 49000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1650 chr20 25000000 26000000 chr20 49000000 50000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1651 chr20 25000000 26000000 chr20 50000000 51000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1652 chr20 25000000 26000000 chr20 51000000 52000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1653 chr20 25000000 26000000 chr20 52000000 53000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1654 chr20 25000000 26000000 chr20 53000000 54000000 11 10 28 -0.137503523749935 10.8717133905409 10.1180003600635 -0.10365513255356 -0.0338483911963748 10.4948568753022
1655 chr20 26000000 27000000 chr20 48000000 49000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1656 chr20 26000000 27000000 chr20 49000000 50000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1657 chr20 26000000 27000000 chr20 50000000 51000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1658 chr20 26000000 27000000 chr20 51000000 52000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1659 chr20 26000000 27000000 chr20 52000000 53000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1660 chr20 26000000 27000000 chr20 53000000 54000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1661 chr20 26000000 27000000 chr20 54000000 55000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1662 chr20 27000000 28000000 chr20 49000000 50000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1663 chr20 27000000 28000000 chr20 50000000 51000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1664 chr20 27000000 28000000 chr20 51000000 52000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1665 chr20 27000000 28000000 chr20 52000000 53000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1666 chr20 27000000 28000000 chr20 53000000 54000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1667 chr20 27000000 28000000 chr20 54000000 55000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1668 chr20 27000000 28000000 chr20 55000000 56000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1669 chr20 28000000 29000000 chr20 50000000 51000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1670 chr20 28000000 29000000 chr20 51000000 52000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1671 chr20 28000000 29000000 chr20 52000000 53000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1672 chr20 28000000 29000000 chr20 53000000 54000000 10 10 25 0 9.94387230451958 10.0564445054819 0.0162406498537885 -0.0162406498537886 10.0001584050008
1673 chr20 28000000 29000000 chr20 54000000 55000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1674 chr20 28000000 29000000 chr20 55000000 56000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1675 chr20 28000000 29000000 chr20 56000000 57000000 10 10 28 0 9.88337580958263 10.1180003600635 0.0338483911963745 -0.0338483911963748 10.0006880848231
1676 chr20 29000000 30000000 chr20 51000000 52000000 11 10 22 -0.137503523749935 10.9384716717037 10.0562494744631 -0.121318832642191 -0.0161846911077444 10.4973605730834
1677 chr20 29000000 30000000 chr20 52000000 53000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1678 chr20 29000000 30000000 chr20 53000000 54000000 10 10 24 0 9.86798446291577 10.1337816628921 0.0383453015250029 -0.0383453015250025 10.0008830629039
1679 chr20 29000000 30000000 chr20 54000000 55000000 13 10 25 -0.37851162325373 12.9270339958755 10.0564445054819 -0.362270973399942 -0.0162406498537886 11.4917392506787
1680 chr20 29000000 30000000 chr20 55000000 56000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1681 chr20 29000000 30000000 chr20 56000000 57000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1682 chr20 29000000 30000000 chr20 57000000 58000000 12 10 28 -0.263034405833794 11.8600509714992 10.1180003600635 -0.229186014637419 -0.0338483911963748 10.9890256657813
1683 chr20 30000000 31000000 chr20 52000000 53000000 12 12 22 0 11.9328781873131 12.0674993693558 0.0161846911077446 -0.0161846911077444 12.0001887783344
1684 chr20 30000000 31000000 chr20 53000000 54000000 10 10 23 0 9.96096314745678 10.0391898373333 0.0112856969793542 -0.0112856969793542 10.0000764923951
1685 chr20 30000000 31000000 chr20 54000000 55000000 13 11 24 -0.241008099503795 12.8283798017905 11.1471598291813 -0.202662797978792 -0.0383453015250025 11.9877698154859
1686 chr20 30000000 31000000 chr20 55000000 56000000 14 12 25 -0.222392421336448 13.9214212263274 12.0677334065783 -0.20615177148266 -0.0162406498537886 12.9945773164529
1687 chr20 30000000 31000000 chr20 56000000 57000000 15 10 26 -0.584962500721156 14.9296417132935 10.0471265741386 -0.571396586465287 -0.0135659142558691 12.4883841437161
1688 chr20 30000000 31000000 chr20 57000000 58000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1689 chr20 30000000 31000000 chr20 58000000 59000000 11 12 28 0.125530882083859 10.8717133905409 12.1416004320762 0.159379273280234 -0.0338483911963748 11.5066569113085
1690 chr20 31000000 32000000 chr20 53000000 54000000 10 10 22 0 9.94406515609426 10.0562494744631 0.0161846911077443 -0.0161846911077444 10.0001573152787
1691 chr20 31000000 32000000 chr20 54000000 55000000 10 12 23 0.263034405833794 9.96096314745678 12.0470278048 0.274320102813148 -0.0112856969793542 11.0039954761284
1692 chr20 31000000 32000000 chr20 55000000 56000000 11 10 24 -0.137503523749935 10.8547829092073 10.1337816628921 -0.0991582222249321 -0.0383453015250025 10.4942822860497
1693 chr20 31000000 32000000 chr20 56000000 57000000 10 11 25 0.137503523749935 9.94387230451958 11.0620889560301 0.153744173603724 -0.0162406498537886 10.5029806302749
1694 chr20 31000000 32000000 chr20 57000000 58000000 10 10 26 0 9.95309447552902 10.0471265741386 0.0135659142558689 -0.0135659142558691 10.0001105248338
1695 chr20 31000000 32000000 chr20 58000000 59000000 10 10 27 0 9.92026086720033 10.0803800765596 0.0231000721657749 -0.0231000721657748 10.00032047188
1696 chr20 31000000 32000000 chr20 59000000 60000000 13 10 28 -0.37851162325373 12.8483885524574 10.1180003600635 -0.344663232057355 -0.0338483911963748 11.4831944562605
